,SNo,Date,StartupName,IndustryVertical,SubVertical,City,InvestorsName,InvestmentType,AmountInUSD,Remarks,year,month,yearmonth,CleanedInvestmentType,CleanedAmount
1666,1694,12/5/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,nan,nan,2016,5,201605,Other,
1667,1695,12/5/2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,nan,nan,2016,5,201605,Other,
1668,1696,13/5/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,"13,500,000",nan,2016,5,201605,Other,13500000.0
1669,1697,13/5/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,"2,200,000",nan,2016,5,201605,Other,2200000.0
1670,1698,16/5/2016,Smartivity,E-Commerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity,"1,000,000",nan,2016,5,201605,Other,1000000.0
1671,1699,16/5/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity,nan,nan,2016,5,201605,Other,
1672,1700,17/5/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity,nan,nan,2016,5,201605,Other,
1673,1701,17/5/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity,nan,nan,2016,5,201605,Other,
1674,1702,17/5/2016,Blinge,E-Commerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,nan,nan,2016,5,201605,Other,
1675,1703,18/5/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,"250,000",nan,2016,5,201605,Other,250000.0
1676,1704,18/5/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,"100,000",nan,2016,5,201605,Other,100000.0
1677,1705,18/5/2016,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,nan,nan,2016,5,201605,Other,
1678,1706,18/5/2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,"10,000,000",nan,2016,5,201605,Other,10000000.0
1679,1707,18/5/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,"1,000,000",nan,2016,5,201605,Other,1000000.0
1680,1708,18/5/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,nan,nan,2016,5,201605,Other,
1681,1709,19/5/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,"1,000,000",nan,2016,5,201605,Other,1000000.0
1682,1710,19/5/2016,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity,nan,nan,2016,5,201605,Other,
1683,1711,19/5/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,"500,000",nan,2016,5,201605,Other,500000.0
1684,1712,19/5/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,"500,000",nan,2016,5,201605,Other,500000.0
1685,1713,20/5/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,"300,000",nan,2016,5,201605,Other,300000.0
1686,1714,23/5/2016,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,nan,nan,2016,5,201605,Other,
1687,1715,23/5/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,"89,000",nan,2016,5,201605,Other,89000.0
1688,1716,24/5/2016,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,nan,nan,2016,5,201605,Other,
1689,1717,24/5/2016,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,"1,000,000",nan,2016,5,201605,Other,1000000.0
1690,1718,25/5/2016,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,nan,nan,2016,5,201605,Other,
1691,1719,25/5/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,"1,500,000",nan,2016,5,201605,Other,1500000.0
1692,1720,25/5/2016,Arcatron Mobility,Technology,Mobility Devices for differently abled,Pune,Sudhir Mehta,Seed Funding,"100,000",nan,2016,5,201605,Other,100000.0
1693,1721,25/5/2016,SheThePeople,Consumer Internet,Digital platform for Women,New Delhi,Anand Mahindra,Seed Funding,nan,nan,2016,5,201605,Other,
1694,1722,26/5/2016,Cleartax,Consumer Internet,Online Income Tax Filing platform,Bangalore,"FF Angel, Sequoia Capital",Private Equity,"2,000,000",nan,2016,5,201605,Other,2000000.0
1695,1723,26/5/2016,Consure Medical,Healthcare,Medical Devices Kit manufacturer,New Delhi,"Accel Partners, Indian Angel Network, India Innovation Fund India Venture Partners",Private Equity,nan,nan,2016,5,201605,Other,
1696,1724,26/5/2016,mChamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,MoMagic Technologies,Seed Funding,"475,000",nan,2016,5,201605,Other,475000.0
1697,1725,27/5/2016,Pianta,Consumer Internet,Online healthcare service discovery platform,Bangalore,"Kunal Shah, Sandeep Tandon",Seed Funding,nan,nan,2016,5,201605,Other,
1698,1726,30/5/2016,Vahanalytics,Technology,Safe driving Analytics platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,"200,000",nan,2016,5,201605,Other,200000.0
1699,1727,31/5/2016,Play Your Sport,Consumer Internet,Location based Sports & Fitness Discovery App,New Delhi,Ashish Gupta and other undisclosed investors,Seed Funding,nan,nan,2016,5,201605,Other,
1700,1728,31/5/2016,Koovs,E-Commerce,Apparel & Lifestyle eTailer,New Delhi,HT Media Ltd,Private Equity,"4,400,000",nan,2016,5,201605,Other,4400000.0
1701,1729,31/5/2016,CCavenue,Consumer Internet,Payment Gateway,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,"8,900,000",nan,2016,5,201605,Other,8900000.0
1702,1730,31/5/2016,1mg,E-Commerce,Online Pharmacy,Gurgaon,HBM Healthcare Investments,Private Equity,nan,nan,2016,5,201605,Other,
1703,1731,31/5/2016,Tpot,Food & Beverage,QSR Chain,Gurgaon,Ashish Gupta,Seed Funding,nan,nan,2016,5,201605,Other,
1704,1732,31/5/2016,MachaDalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,"175,000",nan,2016,5,201605,Other,175000.0
1705,1734,01/4/2016,Dil Mil,Consumer Internet,Matchmaking Mobile App,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,"2,700,000",nan,2016,4,201604,Other,2700000.0
1706,1735,01/4/2016,PicsDream,Consumer Internet,Online Marketplace for Photographers,Delhi,Raman Roy,Seed Funding,nan,nan,2016,4,201604,Other,
1707,1736,01/4/2016,Process 9,Consumer Internet,online translation and transliteration,Gurgaon,"Indian Angel Network, Alok Sharma, Kris Gopalakrishnan, Saurabh Srivastava, and Ajai Chowdhry",Seed Funding,nan,nan,2016,4,201604,Other,
1708,1737,04/4/2016,Housing,Consumer Internet,Real Estate Portal,Mumbai,Vineet Singh,Private Equity,nan,nan,2016,4,201604,Other,
1709,1738,04/4/2016,Roll Mafia,Food & Beverage,Rolls & Biryanis QSR chain,Pune,Equentia Natural Resource & Other undisclosed investors,Seed Funding,nan,nan,2016,4,201604,Other,
1710,1739,04/4/2016,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,"25,000,000",nan,2016,4,201604,Other,25000000.0
1711,1740,04/4/2016,Highway Delite,Consumer Internet,Various Highway Help Services,Bangalore,N.S. Raghavan Centre for Entrepreneurial Learning,Seed Funding,nan,nan,2016,4,201604,Other,
1712,1741,05/4/2016,Cult Fitness,Healthcare,Healthcare training programs,Bangalore,Mukesh Bansal,Seed Funding,nan,nan,2016,4,201604,Other,
1713,1742,05/4/2016,Haptik,Technology,Personal Assistant App,Mumbai,Times Internet Ltd,Private Equity,nan,nan,2016,4,201604,Other,
1714,1743,05/4/2016,Servify,Consumer Internet,Gadget & Appliances Service App,Mumbai,"Blume Ventures, Barkawi Holdings GmbH, TM Service Technology Holdings GmbH",Private Equity,nan,nan,2016,4,201604,Other,
1715,1744,06/4/2016,Shipsy,Logistics,Logistics Solutions,Gurgaon,DTDC Express Ltd,Private Equity,"1,000,000",nan,2016,4,201604,Other,1000000.0
1716,1745,06/4/2016,gear6,Consumer Internet,Online bike service and repairs platform,Bangalore,Ninestarter,Seed Funding,"500,000",nan,2016,4,201604,Other,500000.0
1717,1746,06/4/2016,MyGlamm,Consumer Internet,Mobile based on-demand Beauty Services platform,Mumbai,L\\xe2\\x80\\x99Occitane,Private Equity,"6,000,000",nan,2016,4,201604,Other,6000000.0
1718,1747,06/4/2016,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,"1,000,000",nan,2016,4,201604,Other,1000000.0
1719,1748,07/4/2016,Truly Social,Consumer Internet,Mobile Gaming Studio,London,Nazara Technologies Pvt Ltd,Private Equity,nan,nan,2016,4,201604,Other,
1720,1749,08/04/2016,Little Black Book,Consumer Internet,"Curated Food, event & Lifestyle guide",New Delhi,"IDG, Indian Angel Network",Seed Funding,nan,nan,2016,4,201604,Other,
1721,1750,08/04/2016,Vahan,Education,Mobile Education Platform,Chennai,Villgro,Seed Funding,nan,nan,2016,4,201604,Other,
1722,1751,08/04/2016,imedilane,Consumer Internet,Online Health Diagnosis platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,"40,000",nan,2016,4,201604,Other,40000.0
1723,1752,11/04/2016,Living Local,Consumer Internet,Social discovery platform,Mumbai,Rattan Chadha,Seed Funding,"200,000",nan,2016,4,201604,Other,200000.0
1724,1753,11/04/2016,Vegfru,E-Commerce,Online Fruit & Vegetable Marketplace,New Delhi,Wingify,Seed Funding,nan,nan,2016,4,201604,Other,
1725,1754,11/04/2016,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,"100,000,000",nan,2016,4,201604,Other,100000000.0
1726,1755,11/04/2016,PriceRaja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,"300,000",nan,2016,4,201604,Other,300000.0
1727,1756,12/04/2016,MagicX,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,"1,000,000",nan,2016,4,201604,Other,1000000.0
1728,1757,12/04/2016,Happydemic,Consumer Internet,Artist Discovery & Booking platform,Mumbai,Shaan,Seed Funding,nan,nan,2016,4,201604,Other,
1729,1758,12/04/2016,LenDenClub,Finance,Peer-to-Peer Lending Platform,Mumbai,"Anirudh Damani, Daud Ali, Narendra Karnavat, Vikas Kapoor, Vikram Lakhotia, Krishna Jhunjhunwaala, Jayesh Shah",Seed Funding,nan,nan,2016,4,201604,Other,
1730,1759,12/04/2016,Indi.com,Consumer Internet,Video Social Network,nan,Anil Kapoor,Seed Funding,nan,nan,2016,4,201604,Other,
1731,1760,13/04/2016,Legalraasta,Consumer Internet,Online legal Services for Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"1,000,000",nan,2016,4,201604,Other,1000000.0
1732,1761,13/04/2016,RainCan,Consumer Internet,Subscription-based grocery delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,"150,000",nan,2016,4,201604,Other,150000.0
1733,1762,13/04/2016,Hippily,E-Commerce,Fashion ECommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"250,000",nan,2016,4,201604,Other,250000.0
1734,1763,13/04/2016,kredX,E-Commerce,Invoice discounting Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,"750,000",nan,2016,4,201604,Other,750000.0
1735,1764,14/04/2016,Wedwise,Consumer Internet,Wedding related services community,New Delhi,StartUp Equity Partners,Seed Funding,nan,nan,2016,4,201604,Other,
1736,1765,14/04/2016,BeaconsTalk,Technology,contextual mobile advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,"100,000",nan,2016,4,201604,Other,100000.0
1737,1766,15/04/2016,Deal 4Loans,Consumer Internet,Loan Comparison Portal,Noida,"Ram Shriram, Neeraj Arora, Puru Vashishtha",Seed Funding,nan,nan,2016,4,201604,Other,
1738,1767,15/04/2016,RenewBuy,Consumer Internet,Online Car & Bike Insurance Comparison portal,New Delhi,Mount Nathan Advisors,Seed Funding,"1,000,000",nan,2016,4,201604,Other,1000000.0
1739,1768,15/04/2016,Blue Box Media,Consumer Internet,Online Tech Portals,Jaipur,"Mahavir Pratap Sharma, Ajay Data, Yogesh Chaudhary, Sanjay Phophaliya, Siddharth Agarwal, Kamal Kothari",Seed Funding,nan,nan,2016,4,201604,Other,
1740,1769,15/04/2016,Vyomo,Consumer Internet,On-Demand Beauty Service provider,New Delhi,Naturals Salon Chain,Private Equity,"15,000,000",nan,2016,4,201604,Other,15000000.0
1741,1770,15/04/2016,Organicshop,E-Commerce,Marketplace for organic products,Jaipur,"Vivek Nathani, Yogesh Chaudhary, Mahavir Pratap Sharma, Kamal Kothari, H C Jain",Seed Funding,nan,nan,2016,4,201604,Other,
1742,1771,15/04/2016,MInd Your Fleet,Consumer Internet,Car Rental Software,Noida,Undisclosed Investors,Seed Funding,nan,nan,2016,4,201604,Other,
1743,1772,15/04/2016,NestAway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,"30,000,000",nan,2016,4,201604,Other,30000000.0
1744,1773,15/04/2016,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,"150,000",nan,2016,4,201604,Other,150000.0
1745,1774,18/04/2016,Rapido,Consumer Internet,Bike Aggregator App,Bangalore,"Pawan Munjal, AdvantEdge Partners, Astarc Ventures",Private Equity,nan,nan,2016,4,201604,Other,
1746,1775,18/04/2016,Yufta,E-Commerce,Women\\xe2\\x80\\x99s Fashion ECommerce Portal,Bangalore,Ajay Data & other HNIs,Seed Funding,nan,nan,2016,4,201604,Other,
1747,1776,18/04/2016,Smytten,E-Commerce,Online Discovery and Shopping Platform,Gurgaon,Rajan Anandan,Seed Funding,nan,nan,2016,4,201604,Other,
1748,1777,18/04/2016,Houssup,Consumer Internet,interior design and home furnishing portal,Jaipur,"Mitin Patel, Gaurav Agarwal",Seed Funding,nan,nan,2016,4,201604,Other,
1749,1778,18/04/2016,Jugnoo,Consumer Internet,On-demand Delivery & Logistics platform,Chandigarh,Paytm & existing investors,Private Equity,"10,000,000",nan,2016,4,201604,Other,10000000.0
1750,1779,18/04/2016,Tork Motocycles,Auto,Electric Motorcycle Manufacturer,Pune,"Bhavish Aggarwal, Ankit Bhati",Seed Funding,nan,nan,2016,4,201604,Other,
1751,1780,19/04/2016,Betaout,E-Commerce,customer intelligence and marketing automation platform,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,"1,500,000",nan,2016,4,201604,Other,1500000.0
1752,1781,19/04/2016,DriversCart,Consumer Internet,on-demand chauffeur provider,Chennai,ah! Ventures,Seed Funding,"450,000",nan,2016,4,201604,Other,450000.0
1753,1782,19/04/2016,LensKart,E-Commerce,Eyewear etailing platform,New Delhi,Ratan Tata,Private Equity,nan,nan,2016,4,201604,Other,
1754,1783,19/04/2016,CollegeDekho,Consumer Internet,College & Student information platform,New Delhi,Man Capital,Private Equity,"2,000,000",nan,2016,4,201604,Other,2000000.0
1755,1784,19/04/2016,OYOfit,Consumer Internet,Fitness Services Aggregator platform,Bangalore,RN Agarwal,Seed Funding,nan,nan,2016,4,201604,Other,
1756,1785,19/04/2016,Oliveboard,Consumer Internet,Online exam practice & preparation platform,Bangalore,India Educational Investment Fund,Private Equity,nan,nan,2016,4,201604,Other,
1757,1786,19/04/2016,Simplilearn,Consumer Internet,Online certification platform,Bangalore,Brand Capital,Private Equity,nan,nan,2016,4,201604,Other,
1758,1787,20/04/2016,1mg,E-Commerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,"15,000,000",nan,2016,4,201604,Other,15000000.0
1759,1788,20/04/2016,Fashalot,Consumer Internet,Fashion and Store discovery mobile app,New Delhi,"YourNest Angel Fund, Rajul Garg",Seed Funding,nan,nan,2016,4,201604,Other,
1760,1789,20/04/2016,Broomberg,Consumer Internet,Cleaning Services Provider,New Delhi,Undisclosed Angel investors & HNIs,Seed Funding,nan,nan,2016,4,201604,Other,
1761,1790,21/04/2016,m.paani,Consumer Internet,Loyalty rewards platform,Mumbai,"Blume Ventures, Adil Allana, Aprameya Radhakrishna, Gautam Ivatury, Signal Point Partners",Seed Funding,nan,nan,2016,4,201604,Other,
1762,1791,21/04/2016,Yufta,E-Commerce,hyperlocal fashion retail platform,Jaipur,Ajay Data & undisclosed HNIs,Seed Funding,nan,nan,2016,4,201604,Other,
1763,1792,21/04/2016,mishTag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed Funding,nan,nan,2016,4,201604,Other,
1764,1793,21/04/2016,Advanced Structures India,Auto,Automotive Design and Engineering company,Bangalore,GirnarSoft,Private Equity,nan,nan,2016,4,201604,Other,
1765,1794,22/04/2016,Licious,E-Commerce,Mobile based Meat ordering App,Bangalore,Mayfield India II Management Ltd,Private Equity,"3,000,000",nan,2016,4,201604,Other,3000000.0
1766,1795,22/04/2016,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bangalore,"Inventus Capital Partners, HR Fund",Private Equity,nan,nan,2016,4,201604,Other,
1767,1796,22/04/2016,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private Equity,nan,nan,2016,4,201604,Other,
1768,1797,22/04/2016,TOKO Innovation Studios,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed Funding,"450,000",nan,2016,4,201604,Other,450000.0
1769,1798,25/04/2016,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,"200,000",nan,2016,4,201604,Other,200000.0
1770,1799,25/04/2016,intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed Funding,nan,nan,2016,4,201604,Other,
1771,1800,25/04/2016,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,"550,000",nan,2016,4,201604,Other,550000.0
1772,1801,26/04/2016,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,"15,000,000",nan,2016,4,201604,Other,15000000.0
1773,1802,26/04/2016,ClearTax,Consumer Internet,Online filing of Tax returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,"1,300,000",nan,2016,4,201604,Other,1300000.0
1774,1803,26/04/2016,Roposo,E-Commerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private Equity,"15,000,000",nan,2016,4,201604,Other,15000000.0
1775,1804,27/04/2016,MilkBasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed Funding,"500,000",nan,2016,4,201604,Other,500000.0
1776,1805,27/04/2016,CareonGO,Consumer Internet,Online Pharmacy,nan,"Farooq Oomerbhoy, Anupam Mittal, Anand Mittal, Ravi Garikipati, Vibhu Garg, Singapore Angel Network, Konglo Ventures",Seed Funding,nan,nan,2016,4,201604,Other,
1777,1806,27/04/2016,RailYatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private Equity,nan,nan,2016,4,201604,Other,
1778,1807,27/04/2016,ICHR,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed Funding,"450,000",nan,2016,4,201604,Other,450000.0
1779,1808,27/04/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private Equity,nan,nan,2016,4,201604,Other,
1780,1809,28/04/2016,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,"600,000",nan,2016,4,201604,Other,600000.0
1781,1810,28/04/2016,DocsApp,Consumer Internet,Online Doctor Discovery & Chat platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,"1,200,000",nan,2016,4,201604,Other,1200000.0
1782,1811,29/04/2016,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed Funding,"500,000",nan,2016,4,201604,Other,500000.0
1783,1812,29/04/2016,LetReach,E-Commerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity,"100,000",nan,2016,4,201604,Other,100000.0
1784,1815,01/3/2016,DriveU,Consumer Internet,Chauffeurs Discovery for private car owners,Bangalore,Unitus Seed Fund,Seed Funding,nan,nan,2016,3,201603,Other,
1785,1816,01/3/2016,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bangalore,RoundGlass Partners,Private Equity,nan,nan,2016,3,201603,Other,
1786,1817,01/3/2016,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private Equity,nan,nan,2016,3,201603,Other,
1787,1818,01/3/2016,IQlect,Technology,Big Data Analytics Platform,Bangalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private Equity,nan,nan,2016,3,201603,Other,
1788,1819,02/3/2016,MoMark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private Equity,"600,000",nan,2016,3,201603,Other,600000.0
1789,1820,02/3/2016,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Seattle / Bangalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed Funding,nan,nan,2016,3,201603,Other,
1790,1821,02/3/2016,Systemantics,Technology,Industrial robots maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,"1,400,000",nan,2016,3,201603,Other,1400000.0
1791,1822,03/3/2016,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed Funding,nan,nan,2016,3,201603,Other,
1792,1823,03/3/2016,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"1,000,000",nan,2016,3,201603,Other,1000000.0
1793,1824,03/3/2016,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed Funding,"500,000",nan,2016,3,201603,Other,500000.0
1794,1825,04/3/2016,TinyStep,Consumer Internet,Parenting Social Network Platform,Bangalore,Matt Glickman,Private Equity,nan,nan,2016,3,201603,Other,
1795,1826,04/3/2016,Aahaa,E-Commerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private Equity,"1,000,000",nan,2016,3,201603,Other,1000000.0
1796,1827,04/3/2016,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed Funding,nan,nan,2016,3,201603,Other,
1797,1828,04/3/2016,FTCash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed Funding,"150,000",nan,2016,3,201603,Other,150000.0
1798,1829,04/3/2016,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed Funding,nan,nan,2016,3,201603,Other,
1799,1830,04/3/2016,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,"100,000",nan,2016,3,201603,Other,100000.0
1800,1831,04/3/2016,Tarusa World,E-Commerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed Funding,nan,nan,2016,3,201603,Other,
1801,1832,04/3/2016,medECUBE,Healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private Equity,"4,000,000",nan,2016,3,201603,Other,4000000.0
1802,1833,07/3/2016,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,"500,000",nan,2016,3,201603,Other,500000.0
1803,1834,07/3/2016,Ninjacart,E-Commerce,B2B marketplace for Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,"3,000,000",nan,2016,3,201603,Other,3000000.0
1804,1835,07/3/2016,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,"500,000",nan,2016,3,201603,Other,500000.0
1805,1836,07/3/2016,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed Funding,"250,000",nan,2016,3,201603,Other,250000.0
1806,1837,07/3/2016,Wooplr,E-Commerce,Curated Fashion ECommerce portal,Bangalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed Funding,nan,nan,2016,3,201603,Other,
1807,1838,07/3/2016,Medidaili,Consumer Internet,Medical Support service platform,Bangalore,Undisclosed private investors,Seed Funding,"100,000",nan,2016,3,201603,Other,100000.0
1808,1839,08/3/2016,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private Equity,nan,nan,2016,3,201603,Other,
1809,1840,08/3/2016,Cookaroo,Consumer Internet,Food Delivery Platform,Bangalore,Vijay Krishna Yadav,Seed Funding,nan,nan,2016,3,201603,Other,
1810,1841,08/3/2016,vPhrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed Funding,nan,nan,2016,3,201603,Other,
1811,1842,08/3/2016,LoveCycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bangalore,Prime Venture Partners,Seed Funding,"750,000",nan,2016,3,201603,Other,750000.0
1812,1843,08/3/2016,Kartrocket,E-Commerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,"8,000,000",nan,2016,3,201603,Other,8000000.0
1813,1844,08/3/2016,dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,"650,000",nan,2016,3,201603,Other,650000.0
1814,1845,09/3/2016,Indiamart,E-Commerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private Equity,nan,nan,2016,3,201603,Other,
1815,1846,09/3/2016,SmartVizX,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000",nan,2016,3,201603,Other,500000.0
